0x14ffd18de1,bayonetta_airshooter
0x0e4160a3d4,pacman_iceshot
0x0f8d53668b,pacman_illusion
0x103ff03ab6,pacman_inkbullet
0x0f08830688,pacman_ironball
0x10ae674c41,pacman_jethammer
0x0f0d858e55,pacman_kaminari
0x0bcfaf8a7f,pacman_kart
0x0d9b0de941,pacman_kassar
0x0ed471d40f,pacman_kinopio
0x13eb347443,pacman_kinopiospore
0x0c1f4b9569,pacman_knife
0x0d5169e5b5,pacman_koopag
0x0f95856f8a,pacman_kumatora
0x12876a34fe,pacman_kurofukuhat
0x0c4c47a98d,pacman_laser
0x0d89900639,pacman_laser2
0x112c28f50e,pacman_leafcutter
0x112d0fecbb,pacman_leafshield
0x0e8ba0d254,pacman_leftarm
0x10ef718437,pacman_lightning
0x149ce19117,pacman_lightshuriken
0x1193cbab06,pacman_littlemacg
0x15c4976254,pacman_lock_on_cursor
0x13843fdea5,pacman_lockoncursor
0x182601a401,pacman_lockoncursorready
0x0f727604ba,pacman_lucariom
0x1080024c28,pacman_magichand
0x103ae2c412,pacman_mainlaser
0x0ddc156811,pacman_mantle
0x0cbf56c9df,pacman_mario
0x0b7ed7e917,pacman_mask
0x10ac186e2b,pacman_maskfinal
0x0c57fddee7,pacman_mball
0x15990d1b06,pacman_megaphonelaser
0x0b398c42a0,pacman_melt
0x0da32b6669,pacman_meteor
0x0e9790d40c,pacman_mewtwom
0x1101dfc2b9,pacman_miimissile
0x13a7a7c701,pacman_miipartshead
0x0bbd9eb631,pacman_milk
0x0ebb4bdf85,pacman_missile
0x0b6bf0411f,pacman_mona
0x0f916edeca,pacman_moneybag
0x12c409b2a0,pacman_monsterball
0x0be2546dcf,pacman_moon
0x11986460c4,pacman_narrowbeam
0x0be2acc3f4,pacman_navy
0x0d6426980e,pacman_needle
0x1148a0525e,pacman_needlehave
0x16599e45c5,pacman_newdededehammer
0x0dcca7cd2f,pacman_nikita
0x1446872e50,pacman_nikitamissile
0x14b420fb79,pacman_normal_weapon
0x0fba9f3f72,pacman_obakyumu
0x0e59835d4b,pacman_octopus
0x0d752f1109,pacman_office
0x0a2faa89d3,pacman_oil
0x0afed26fa4,pacman_pad
0x0c07a6de4e,pacman_panel
0x10d83d19eb,pacman_parachute
0x10699e5f2a,pacman_paralyzer
0x17fd2d2afe,pacman_paralyzer_bullet
0x0f958be8f0,pacman_parasail
0x0ea6f899e4,pacman_partner
0x0cb8a6552b,pacman_paula
0x0e1120de4c,pacman_peanuts
0x128bb2e925,pacman_pfushigisou
0x0eff45515c,pacman_phantom
0x0b987525bc,pacman_pick
0x157d4c12a6,pacman_picopicohammer
0x0ce1c10662,pacman_piece
0x0aaf02b416,pacman_pig
0x0d9da17795,pacman_pikmin
0x10628967d4,pacman_piratehat
0x0d2ce646e6,pacman_pkfire
0x0eed08ff20,pacman_pkflash
0x0fe4b443c8,pacman_pkfreeze
0x123535b5d3,pacman_pkstarstorm
0x100a0733bf,pacman_pkthunder
0x0cd495da1a,pacman_plate
0x1029940998,pacman_plizardon
0x0e9833da5e,pacman_plunger
0x0ea5d7cf5a,pacman_pointer
0x1372532b15,pacman_poisonbreath
0x0d752e4a4c,pacman_pompon
0x0af7839ba2,pacman_poo
0x0a7de6524e,pacman_pot
0x106b220120,pacman_powerstar
0x12353c126a,pacman_psychobreak
0x0fc22fd930,pacman_ptrainer
0x0b99af9bca,pacman_pump
0x104070a90b,pacman_pumpwater
0x0de73ead0a,pacman_punch1
0x0d7e37fcb0,pacman_punch2
0x0d0930cc26,pacman_punch3
0x108ff28672,pacman_pushfinal
0x1164c2fba3,pacman_pushobject
0x10383f8e40,pacman_pzenigame
0x0d2932e185,pacman_qigong
0x0b58e4c1a6,pacman_rail
0x175559e4eb,pacman_rapidshot_bullet
0x16923be4fe,pacman_reflectionboard
0x1275015b87,pacman_remainclown
0x0dfb0fed30,pacman_rescue
0x0e88334dd0,pacman_reserve
0x0edd0c1de4,pacman_reticle
0x1565259209,pacman_reticle_cursor
0x0ff9ac9306,pacman_rightarm
0x0b14ab0613,pacman_riki
0x0b8e64df51,pacman_ring
0x11f518436a,pacman_rockbuster
0x12848d3bb7,pacman_rockmandash
0x1152066f23,pacman_rockmanexe
0x0fe0f63f59,pacman_rockmanx
0x0d7b8862f3,pacman_roller
0x109a731881,pacman_rollerink
0x0bb0a6fd10,pacman_rope
0x0c07d20894,pacman_rope2
0x198f920b50,pacman_rosettaticomissile
0x0fd5675904,pacman_roysword
0x0b273aad13,pacman_rpg7
0x0dbb99b7e9,pacman_rubber
0x0fd8f49c11,pacman_rushcoil
0x10ce49ea77,pacman_ryusensya
0x0b84d3dbea,pacman_sack
0x0d56392456,pacman_samusp
0x0eddbc8679,pacman_scarier
0x0db58ea1ac,pacman_search
0x0b453fc921,pacman_seed
0x11d50da5fc,pacman_shadowball
0x12524ecd38,pacman_shadowmario
0x142cc10c82,pacman_shinkuhadoken
0x115d757eb6,pacman_shinryuken
0x1a849c033a,pacman_shootingstarrockman
0x0dfbffd96d,pacman_shovel
0x0dd4ded30d,pacman_shrine
0x0fc4516b27,pacman_shuriken
0x1198eee4a5,pacman_silhouette
0x1230227b7d,pacman_silhouettel
0x0dc0054709,pacman_simple
0x0fd1d7c482,pacman_simple2l
0x0f2bd8f9e1,pacman_simple2r
0x0caa38cfed,pacman_sleep
0x104bdae70b,pacman_slingshot
0x0e2aa4879f,pacman_slosher
0x0c3818c26c,pacman_spark
0x0c3a9583e2,pacman_spear
0x10725dc908,pacman_spearhand
0x161a85b3d6,pacman_specialn_bullet
0x1540b65608,pacman_specialupdummy
0x1095f6c15c,pacman_spikeball
0x0ded61372a,pacman_spiral
0x0f8e6e567c,pacman_spitball
0x0dbb466efb,pacman_splash
0x1169b18c1c,pacman_splashbomb
0x130985bae6,pacman_spreadbullet
0x17dedaef8a,pacman_sprinkling_water
0x0d43459894,pacman_sprout
0x0ca20278ae,pacman_squid
0x0ccbc2d124,pacman_stake
0x0bc8637033,pacman_star
0x12d35a010d,pacman_starmissile
0x1080c641d6,pacman_starpiece
0x1219da3201,pacman_stealthbomb
0x14643a0af9,pacman_stealthbomb_s
0x127e5be34c,pacman_stethoscope
0x0cbc2b086b,pacman_stone
0x0e2349cd07,pacman_strings
0x0cfc4af57f,pacman_stuff
0x0ceb6a99e5,pacman_stump
0x1075f7f083,pacman_sunbullet
0x134bcfae78,pacman_supermissile
0x11c0d2fb6a,pacman_supersonic
0x15020ee970,pacman_sweatlittlemac
0x0c441dba1b,pacman_swing
0x0c3feeca4e,pacman_sword
0x0d8b8e3c50,pacman_sword2
0x1020fa619b,pacman_swordbeam
0x11cdf52d23,pacman_swordflare
0x0c53228207,pacman_table
0x0b5cd564ae,pacman_takt
0x0df3b5c5e2,pacman_tamago
0x0dcd289048,pacman_tatami
0x111beb13eb,pacman_throwsweat
0x0ef5ab0202,pacman_thunder
0x0b107a76f2,pacman_tico
0x0c90d080db,pacman_timmy
0x0cb5bbdf07,pacman_tommy
0x0e2aef4152,pacman_tomnook
0x0e265871d9,pacman_tornado
0x1205072e6e,pacman_tornadoshot
0x0c010e9742,pacman_towel
0x12194f9823,pacman_trafficsign
0x119c91a319,pacman_trampoline
0x15108ba41f,pacman_transportation
0x0bb68674fb,pacman_tree
0x1313290c4e,pacman_trenchmortar
0x1989eb4bf5,pacman_trenchmortarbullet
0x0f1b5aeb31,pacman_triforce
0x0e4e7eec67,pacman_trolley
0x11cde3e8f6,pacman_ultrasword
0x148ce669c0,pacman_ultraswordhat
0x0f403170c1,pacman_umbrella
0x0bef08292a,pacman_vine
0x0da23f1b9f,pacman_vortex
0x10d698e93e,pacman_waddledee
0x102224afa0,pacman_wariobike
0x0f9a3c504f,pacman_warioman
0x0feaf5892b,pacman_warpstar
0x0c5e38199b,pacman_water
0x126e34e933,pacman_waterdragon
0x12b9057e9b,pacman_waterstream
0x0bdbbc87ae,pacman_wave
0x0ca2a2465c,pacman_weeds
0x0b74ea5654,pacman_whip
0x0c76a7c1b6,pacman_whip2
0x0ff8c5263b,pacman_whiphand
0x0f6fdc5d81,pacman_whipwire
0x10dd6ce172,pacman_whitebear
0x1575fb4432,pacman_wickedweavearm
0x159875bae9,pacman_wickedweaveleg
0x0fdcdcca70,pacman_widebeam
0x0ca335fb49,pacman_wiibo
0x0b3bb2dba2,pacman_win1
0x0ba2bb8a18,pacman_win2
0x0bd5bcba8e,pacman_win3
0x0d8a9a83d6,pacman_window
0x0f35956549,pacman_windummy
0x0bb9ba2f63,pacman_wing
0x0fe0845079,pacman_winsword
0x0f09df529d,pacman_wirerope
0x0d32d32ad9,pacman_wolfen
0x1022d077c9,pacman_yoshibg01
0x0f9bebfd4c,pacman_yoshimob
0x0b56b02846,pacman_yoyo
0x0f491fbc5c,pacman_yoyohead
0x13558e0732,palutena_airshooter
0x0e8dfe5e15,palutena_ally1
0x0e14f70faf,palutena_ally2
0x0e63f03f39,palutena_ally3
0x0efd94aa9a,palutena_ally4
0x0e8a939a0c,palutena_ally5
0x0e139acbb6,palutena_ally6
0x118664b189,palutena_allyarm1
0x111f6de033,palutena_allyarm2
0x11686ad0a5,palutena_allyarm3
0x1181097590,palutena_allyarm5
0x111800242a,palutena_allyarm6
0x17c457cadd,palutena_allyarmbullet1
0x175d5e9b67,palutena_allyarmbullet2
0x172a59abf1,palutena_allyarmbullet3
0x13d698b1f9,palutena_ancientbow
0x181cbf7e3c,palutena_ancientbowarrow
0x0f3f12cb0c,palutena_arrow1
0x0fa61b9ab6,palutena_arrow2
0x16ab782012,palutena_artisticpoint
0x0f15491a55,palutena_arwing
0x130a03412a,palutena_arwingshot
0x1a8d2e4749,palutena_attackairf_bullet
0x111d7a79f3,palutena_auraball
0x16b70f3bdf,palutena_autoaimbullet
0x14457e130f,palutena_autoreticle
0x0cd8577832,palutena_axe
0x139e851a7e,palutena_background
0x1161b2192a,palutena_backpack
0x152d3e0f75,palutena_balanceboard
0x103e439385,palutena_balloon
0x1270f83360,palutena_barreljet
0x1356cc5660,palutena_barreljets
0x0c2ba14f81,palutena_bat
0x0ecd4df762,palutena_baton
0x0f28fe7b0b,palutena_batten
0x0d4b29ae59,palutena_beam
0x0e43d7a589,palutena_beast
0x0f73cb8ff0,palutena_beetle
0x105e2bae7a,palutena_bigbird
0x14ed734f69,palutena_bigbirdbase
0x12ea91a6da,palutena_bigpacman
0x118f7fc53a,palutena_bindball
0x0d5a00ae0b,palutena_bird
0x12f8aa01ba,palutena_blackhole
0x108caafb77,palutena_blaster
0x1788a25e3d,palutena_blaster_bullet
0x15a208113f,palutena_blasterchest
0x14586c69e0,palutena_blasterhead
0x14479d9a38,palutena_blasterwing
0x14b6c6c983,palutena_blazepillar
0x1150a53b5b,palutena_blizzard
0x0d648dcab1,palutena_blue
0x139aed285c,palutena_bluefalcon
0x14a19c74a9,palutena_blunderbuss
0x0d7ab47912,palutena_bomb
0x0f82bcc2b3,palutena_bonnie
0x0d315ea334,palutena_book
0x124a223b4a,palutena_boomerang
0x1352d3ee59,palutena_bosspackun
0x1465800711,palutena_bottomshoot
0x0c2c2b33b5,palutena_bow
0x11efa7fcba,palutena_bowarrow
0x14de156167,palutena_bowlingball
0x0cbc942e24,palutena_box
0x0f474c411d,palutena_breath
0x0e069b1238,palutena_broom
0x0eb544f3a0,palutena_bruce
0x0e81379d4c,palutena_brush
0x0f9a483858,palutena_bucket
0x118ce8fd97,palutena_building
0x0fc7643e8b,palutena_bullet
0x1087ab76a2,palutena_bunshin
0x0e0daeef3f,palutena_burst
0x0c9b6b0d77,palutena_bus
0x152242e271,palutena_butterflynet
0x0b1865f7d2,palutena_c4
0x11d4c68f88,palutena_c4switch
0x0cd701dccc,palutena_can
0x1324918a19,palutena_cannonball
0x0c2d0ee1af,palutena_cap
0x0eb9adfd57,palutena_cappy
0x1505eba97a,palutena_capsuleblock
0x10c90879e6,palutena_chakram
0x154ba3e8b1,palutena_championbelt
0x100d5f20be,palutena_changer
0x155cc5d29d,palutena_chaosemerald
0x13b5daabc8,palutena_chargeshot
0x100e82a82c,palutena_chariot
0x1579764d2b,palutena_chariotsight
0x0e10a1bc50,palutena_chrom
0x0de69e26ce,palutena_clay
0x135b2a24fb,palutena_clayrocket
0x0e42cc595b,palutena_cloud
0x0f1595b1c9,palutena_coffin
0x0f91feb681,palutena_condor
0x1902bb43df,palutena_copy_inkling_gun
0x1a478fd086,palutena_copy_inkling_tank
0x0e74b3fcbb,palutena_crack
0x10546220fa,palutena_cracker
0x0ea778bf50,palutena_crash
0x122a540a2d,palutena_crashbomb
0x0e27835bb6,palutena_cross
0x0e20e9f26b,palutena_crown
0x10ddf2b70c,palutena_crystal
0x0ee263e2a8,palutena_cshot
0x0f3d6de5e1,palutena_cypher
0x11b5ec1cfa,palutena_daimonji
0x12d1735e22,palutena_deathball
0x0d3f922a37,palutena_dein
0x0ffe4a2592,palutena_dein_s
0x0f2fbe8efa,palutena_demonp
0x109c5ce5b9,palutena_dengeki
0x1416178417,palutena_dengekidama
0x0e6ad34a86,palutena_diver
0x11fe166360,palutena_dkbarrel
0x11bf148b59,palutena_doclouis
0x0e2b2bbc32,palutena_dokan
0x0f672d6115,palutena_dolfin
0x137e10ffdf,palutena_doseitable
0x0e16f56ce9,palutena_doyle
0x134ce8b27f,palutena_dragonhand
0x12b94fbba0,palutena_drcapsule
0x114b5a9fd0,palutena_drmantle
0x0f28a40469,palutena_dunban
0x0fc801201a,palutena_elwind
0x0e5bb1d2ff,palutena_entry
0x147a7bc4b7,palutena_entryobject
0x0c3bc7cd3c,palutena_esa
0x1790385a63,palutena_escapeairdummy
0x0fc84b01a6,palutena_esword
0x129e2ff6aa,palutena_explosion
0x17d8f65dba,palutena_explosiveflame
0x1f14d287db,palutena_explosiveflame_reserve
0x16575d2b8f,palutena_exprosiveshot
0x0e508c885a,palutena_fairy
0x1470c76233,palutena_falconpunch
0x0e9d7976d7,palutena_fence
0x123d59c0ed,palutena_finalbeam
0x122c70c0bf,palutena_finalbird
0x117b2ef88c,palutena_finalcan
0x1448609430,palutena_finalcutter
0x18bcccc233,palutena_finalcuttershot
0x11993e7b23,palutena_finaldog
0x12df41fbf6,palutena_finalduck
0x13477512dd,palutena_finalenemy
0x1314e7d787,palutena_finalgrass
0x148fcf6069,palutena_finalgunman
0x0e82d94451,palutena_fiora
0x0da26509ca,palutena_fire
0x0e61c6f0aa,palutena_fire2
0x1142412090,palutena_fireball
0x14b84dd2ca,palutena_firehydrant
0x198095af91,palutena_firehydrantwater
0x13b77558cb,palutena_firepillar
0x11653d004b,palutena_firework
0x141f52c1f9,palutena_fishingline
0x13271f2772,palutena_fishingrod
0x1470618233,palutena_flamepillar
0x0fd3616ad6,palutena_flare1
0x0f4a683b6c,palutena_flare2
0x1311903a33,palutena_flaredummy
0x16e7e4adcf,palutena_flaregrenades
0x0edf5e108c,palutena_flash
0x0fdaa0cf24,palutena_flower
0x12bb4df580,palutena_flowerpot
0x0d2e8329f2,palutena_food
0x0e839409a3,palutena_forge
0x0ee27b4831,palutena_forte
0x127b9c25fd,palutena_fourwings
0x15f6d455d3,palutena_fullthrottle
0x1289e54d05,palutena_furniture
0x0eb4a32069,palutena_fusin
0x140a3f659e,palutena_fusionsword
0x0f54c52107,palutena_ganond
0x0f9d69741d,palutena_garlic
0x0d42909891,palutena_gate
0x0e0d76628f,palutena_gbeam
0x12fdcb31db,palutena_gekkougas
0x11049c5472,palutena_gigafire
0x14fdf7c581,palutena_gimmickjump
0x108553b35a,palutena_godwing
0x11a9b14d39,palutena_gomorrah
0x12dcf77ee3,palutena_gongfinal
0x0e750c9ace,palutena_gordo
0x0ed89dd07c,palutena_grass
0x1030984ba4,palutena_grenade
0x184383d148,palutena_grenadelauncher
0x1364956635,palutena_groundbomb
0x0cfea6a345,palutena_gun
0x0fa56c31fa,palutena_gunman
0x153c184c0c,palutena_gunmanbullet
0x15ced91cc8,palutena_gunnercharge
0x102f9c6466,palutena_gunship
0x0de62a24c1,palutena_gyro
0x135abdcf20,palutena_gyroholder
0x10451068b2,palutena_hadoken
0x0d664c611c,palutena_hair
0x0fa38284c8,palutena_hammer
0x14fa49d876,palutena_hardknuckle
0x0c2636ca57,palutena_hat
0x0f07dde058,palutena_helmet
0x1169a60bf4,palutena_himohebi
0x12a06c2e03,palutena_himohebi2
0x0d92763d94,palutena_hole
0x14fe16ffe5,palutena_hominglaser
0x1504caedcb,palutena_homingtarget
0x11eb56685c,palutena_hookshot
0x153b44a92f,palutena_hookshothand
0x0dd1e5dbc3,palutena_horn
0x0e120a6097,palutena_horse
0x0e17457612,palutena_house
0x11610eb137,palutena_hugebeam
0x14b2095463,palutena_hugecapsule
0x12df8e38ae,palutena_hugeflame
0x1161e6c3d1,palutena_hulahoop
0x0c7f72e210,palutena_ice
0x1017642258,palutena_iceberg
0x15342b2030,palutena_iceberg_wind
0x13d510ba3f,palutena_iceberghit
0x108ccbac33,palutena_iceshot
0x11b3f0ba5f,palutena_illusion
0x12be708fa7,palutena_inkbullet
0x113620da5c,palutena_ironball
0x122fe7f950,palutena_jethammer
0x1133265281,palutena_kaminari
0x0d34aca05d,palutena_kart
0x0fe7049db4,palutena_kassar
0x1019dadbe8,palutena_kinopio
0x1582da6458,palutena_kinopiospore
0x0ecad0d7a7,palutena_knife
0x0f2d609140,palutena_koopag
0x11ab26b35e,palutena_kumatora
0x146fb8d16d,palutena_kurofukuhat
0x0e99dceb43,palutena_laser
0x0ff59972cc,palutena_laser2
0x1346195549,palutena_leafcutter
0x13473e4cfc,palutena_leafshield
0x10460bddb3,palutena_leftarm
0x126ef13126,palutena_lightning
0x1616edb6eb,palutena_lightshuriken
0x13f9fa0b41,palutena_littlemacg
0x177016d044,palutena_lock_on_cursor
0x15edd1cebe,palutena_lockoncursor
0x1a766b7849,palutena_lockoncursorready
0x114cd5d86e,palutena_lucariom
0x120182f939,palutena_magichand
0x12bb627103,palutena_mainlaser
0x0fa01c1ce4,palutena_mantle
0x0e6acd8b11,palutena_mario
0x0d85d4c335,palutena_mask
0x122d98db3a,palutena_maskfinal
0x0e82669c29,palutena_mball
0x172d8ca916,palutena_megaphonelaser
0x0dc28f6882,palutena_melt
0x0fdf22129c,palutena_meteor
0x105a3bdbeb,palutena_mewtwom
0x136bee62fe,palutena_miimissile
0x15ce49d71a,palutena_miipartshead
0x0d469d9c13,palutena_milk
0x1076e0d062,palutena_missile
0x0d90f36b3d,palutena_mona
0x11afcd021e,palutena_moneybag
0x142cdb5733,palutena_monsterball
0x0d195747ed,palutena_moon
0x13f255c083,palutena_narrowbeam
0x0d19afe9d6,palutena_navy
0x0f182fecfb,palutena_needle
0x132291f219,palutena_needlehave
0x18449dd413,palutena_newdededehammer
0x0fb0aeb9da,palutena_nikita
0x16cc8b09ac,palutena_nikitamissile
0x163e2cdc85,palutena_normal_weapon
0x11843ce3a6,palutena_obakyumu
0x10942852ac,palutena_octopus
0x0f092665fc,palutena_office
0x0cf8ccce8c,palutena_oil
0x0c29b428fb,palutena_pad
0x0ed23d9c80,palutena_panel
0x1259bdacfa,palutena_parachute
0x12e81eea3b,palutena_paralyzer
0x1992805e8e,palutena_paralyzer_bullet
0x11ab283424,palutena_parasail
0x106b539603,palutena_partner
0x0e6d3d17e5,palutena_paula
0x10dc8bd1ab,palutena_peanuts
0x1463600cb6,palutena_pfushigisou
0x1032ee5ebb,palutena_phantom
0x0d63760f9e,palutena_pick
0x17c9cda0b6,palutena_picopicohammer
0x0e345a44ac,palutena_piece
0x0c7864f349,palutena_pig
0x0fe1a80360,palutena_pikmin
0x12e309d2c5,palutena_piratehat
0x0f50ef3213,palutena_pkfire
0x1020a3f0c7,palutena_pkflash
0x11da179f1c,palutena_pkfreeze
0x14dde75040,palutena_pkstarstorm
0x128b8786ae,palutena_pkthunder
0x0e010e98d4,palutena_plate
0x12a814bc89,palutena_plizardon
0x105598d5b9,palutena_plunger
0x10687cc0bd,palutena_pointer
0x151bbd3b0e,palutena_poisonbreath
0x0f09273eb9,palutena_pompon
0x0c20e5dcfd,palutena_poo
0x0caa801511,palutena_pot
0x12eaa2b431,palutena_powerstar
0x14ddeef7f9,palutena_psychobreak
0x11fc8c05e4,palutena_ptrainer
0x0d62acb1e8,palutena_pump
0x12c1f01c1a,palutena_pumpwater
0x0f9b37d9ff,palutena_punch1
0x0f023e8845,palutena_punch2
0x0f7539b8d3,palutena_punch3
0x120e723363,palutena_pushfinal
0x130ef35be4,palutena_pushobject
0x12b9bf3b51,palutena_pzenigame
0x0f553b9570,palutena_qigong
0x0da3e7eb84,palutena_rail
0x193af4909b,palutena_rapidshot_bullet
0x188f387528,palutena_reflectionboard
0x149dd3be14,palutena_remainclown
0x0f870699c5,palutena_rescue
0x1045984237,palutena_reserve
0x1010a71203,palutena_reticle
0x17d1a42019,palutena_reticle_cursor
0x11c70f4fd2,palutena_rightarm
0x0defa82c31,palutena_riki
0x0d7567f573,palutena_ring
0x139f29e32d,palutena_rockbuster
0x146c5fde24,palutena_rockmandash
0x133837cf64,palutena_rockmanexe
0x11de55e38d,palutena_rockmanx
0x0f07811606,palutena_roller
0x121bf3ad90,palutena_rollerink
0x0d4ba5d732,palutena_rope
0x0ed2494a5a,palutena_rope2
0x1bf7c5a82e,palutena_rosettaticomissile
0x11ebc485d0,palutena_roysword
0x0ddc398731,palutena_rpg7
0x0fc790c31c,palutena_rubber
0x11e65740c5,palutena_rushcoil
0x124fc95f66,palutena_ryusensya
0x0d7fd0f1c8,palutena_sack
0x0f2a3050a3,palutena_samusp
0x101017899e,palutena_scarier
0x0fc987d559,palutena_search
0x0dbe3ce303,palutena_seed
0x13bf3c05bb,palutena_shadowball
0x14ba9c28ab,palutena_shadowmario
0x16a6cd2b7e,palutena_shinkuhadoken
0x133744def1,palutena_shinryuken
0x1c335908a2,palutena_shootingstarrockman
0x0f87f6ad98,palutena_shovel
0x0fa8d7a7f8,palutena_shrine
0x11faf2b7f3,palutena_shuriken
0x13f2df44e2,palutena_silhouette
0x14d8f09eee,palutena_silhouettel
0x0fbc0c33fc,palutena_simple
0x11ef741856,palutena_simple2l
0x11157b2535,palutena_simple2r
0x0e7fa38d23,palutena_sleep
0x12ca5a521a,palutena_slingshot
0x10e70f8878,palutena_slosher
0x0eed8380a2,palutena_spark
0x0eef0ec12c,palutena_spear
0x12f3dd7c19,palutena_spearhand
0x1807862200,palutena_specialn_bullet
0x17f437e418,palutena_specialupdummy
0x121476744d,palutena_spikeball
0x0f916843df,palutena_spiral
0x11b0cd8aa8,palutena_spitball
0x0fc74f1a0e,palutena_splash
0x1303802c5b,palutena_splashbomb
0x15606baafd,palutena_spreadbullet
0x19b1779bfa,palutena_sprinkling_water
0x0f3f4cec61,palutena_sprout
0x0e77993a60,palutena_squid
0x0e1e5993ea,palutena_stake
0x0d33605a11,palutena_star
0x143b88e49e,palutena_starmissile
0x120146f4c7,palutena_starpiece
0x14f108d792,palutena_stealthbomb
0x16ee362d05,palutena_stealthbomb_s
0x14968906df,palutena_stethoscope
0x0e69b04aa5,palutena_stone
0x10eee2c2e0,palutena_strings
0x0e29d1b7b1,palutena_stuff
0x0e3ef1db2b,palutena_stump
0x12f4774592,palutena_sunbullet
0x152221be63,palutena_supermissile
0x13aae35b2d,palutena_supersonic
0x17b68f5b60,palutena_sweatlittlemac
0x0e9186f8d5,palutena_swing
0x0eea758880,palutena_sword
0x0ff78748a5,palutena_sword2
0x12a17ad48a,palutena_swordbeam
0x13a7c48d64,palutena_swordflare
0x0e86b9c0c9,palutena_table
0x0da7d64e8c,palutena_takt
0x0f8fbcb117,palutena_tamago
0x0fb121e4bd,palutena_tatami
0x1371dab3ac,palutena_throwsweat
0x1038000de5,palutena_thunder
0x0deb795cd0,palutena_tico
0x0e454bc215,palutena_timmy
0x0e60209dc9,palutena_tommy
0x10e7444eb5,palutena_tomnook
0x10ebf37e3e,palutena_tornado
0x14edd5cbfd,palutena_tornadoshot
0x0ed495d58c,palutena_towel
0x14f19d7db0,palutena_trafficsign
0x13f6a0035e,palutena_trampoline
0x17a40a160f,palutena_transportation
0x0d4d855ed9,palutena_tree
0x157ac71c55,palutena_trenchmortar
0x1bf1bce88b,palutena_trenchmortarbullet
0x1125f937e5,palutena_triforce
0x1083d5e380,palutena_trolley
0x13a7d248b1,palutena_ultrasword
0x1606ea4e3c,palutena_ultraswordhat
0x117e92ac15,palutena_umbrella
0x0d140b0308,palutena_vine
0x0fde366f6a,palutena_vortex
0x1257185c2f,palutena_waddledee
0x12a3a41ab1,palutena_wariobike
0x11a49f8c9b,palutena_warioman
0x11d45655ff,palutena_warpstar
0x0e8ba35b55,palutena_water
0x1486e60ca0,palutena_waterdragon
0x1451d79b08,palutena_waterstream
0x0d20bfad8c,palutena_wave
0x0e77390492,palutena_weeds
0x0d8fe97c76,palutena_whip
0x0ea33c8378,palutena_whip2
0x11c666faef,palutena_whiphand
0x11517f8155,palutena_whipwire
0x125cec5463,palutena_whitebear
0x17c17af622,palutena_wickedweavearm
0x172cf408f9,palutena_wickedweaveleg
0x11e27f16a4,palutena_widebeam
0x0e76aeb987,palutena_wiibo
0x0dc0b1f180,palutena_win1
0x0d59b8a03a,palutena_win2
0x0d2ebf90ac,palutena_win3
0x0ff693f723,palutena_window
0x110b36b99d,palutena_windummy
0x0d42b90541,palutena_wing
0x11de278cad,palutena_winsword
0x11377c8e49,palutena_wirerope
0x0f4eda5e2c,palutena_wolfen
0x12a350c2d8,palutena_yoshibg01
0x11a5482198,palutena_yoshimob
0x0dadb30264,palutena_yoyo
0x1177bc6088,palutena_yoyohead
0x10b17e2995,peach_airshooter
0x0bc9da40b3,peach_ally1
0x0b50d31109,peach_ally2
0x0b27d4219f,peach_ally3
0x0bb9b0b43c,peach_ally4
0x0bceb784aa,peach_ally5
0x0b57bed510,peach_ally6
0x0eb3d34b11,peach_allyarm1
0x0e2ada1aab,peach_allyarm2
0x0e5ddd2a3d,peach_allyarm3
0x0eb4be8f08,peach_allyarm5
0x0e2db7deb2,peach_allyarm6
0x1495e34757,peach_allyarmbullet1
0x140cea16ed,peach_allyarmbullet2
0x147bed267b,peach_allyarmbullet3
0x1032689f5e,peach_ancientbow
0x151183a08f,peach_ancientbowarrow
0x0c00e3e9cf,peach_arrow1
0x0c99eab875,peach_arrow2
0x13c1f59023,peach_artisticpoint
0x0c2ab83896,peach_arwing
0x10eef36f8d,peach_arwingshot
0x1723ad48dd,peach_attackairf_bullet
0x0e28cd836b,peach_auraball
0x13dd828bee,peach_autoaimbullet
0x110d28d56a,peach_autoreticle
0x098407a747,peach_axe
0x107a7534d9,peach_background
0x0e5405e3b2,peach_backpack
0x1210aecc64,peach_balanceboard
0x0d3c11f1ad,peach_balloon
0x0f8e199fec,peach_barreljet
0x10b23c78c7,peach_barreljets
0x0977f190f4,peach_bat
0x0b8969e9c4,peach_baton
0x0c170f59c8,peach_batten
0x0a6b1a7b35,peach_beam
0x0b07f3bb2f,peach_beast
0x0c4c3aad33,peach_beetle
0x0d5c79cc52,peach_bigbird
0x11a525890c,peach_bigbirdbase
0x0f14700a56,peach_bigpacman
0x0ebac83fa2,peach_bindball
0x0a7a337b67,peach_bird
0x0f064bad36,peach_blackhole
0x0d8ef8995f,peach_blaster
0x14d916d3b7,peach_blaster_bullet
0x129f98d22e,peach_blasterchest
0x11103aaf85,peach_blasterhead
0x110fcb5c5d,peach_blasterwing
0x11fe900fe6,peach_blazepillar
0x0e6512c1c3,peach_blizzard
0x0a44be1fdd,peach_blue
0x107e1d06fb,peach_bluefalcon
0x11e9cab2cc,peach_blunderbuss
0x0a5a87ac7e,peach_bomb
0x0cbd4de070,peach_bonnie
0x0a116d7658,peach_book
0x0fb4c397c6,peach_boomerang
0x10b623c0fe,peach_bosspackun
